numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;5;2.99%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;1;0.60%
3; RAJOELINA Andry Nirina;TGV;122;73.05%
4; RATSIRAKA Iarovana Roland;MTS;0;0%
5; RAVALOMANANA Marc;TIM;25;14.97%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;2;1.20%
11; RADERANIRINA Sendrison Daniela;Fy-M;0;0%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;12;7.19%
