numero;nom;partie;nombre;pourcentage
Blancs: 5 soit: 2.96% Nuls:3 soit: 1.78%;1; RAZAFINJOELINA Tahina;FTT
4 2.48%;2; ANDRIANAINARIVELO Hajo Herivelona;MMM
1 0.62%;3; RAJOELINA Andry Nirina;TGV
117 72.67%;4; RATSIRAKA Iarovana Roland;MTS
1 0.62%;5; RAVALOMANANA Marc;TIM
17 10.56%;6; PARAINA Auguste Richard;TT
1 0.62%;7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
0 0%;8; RAZAFINTSIANDRAOFA Jean Brunelle;APM
0 0%;9; RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
0 0%;10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
0 0%;11; RADERANIRINA Sendrison Daniela;Fy-M
3 1.86%;12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
17 10.56%;
